test_name,epochs,reward,epsilon,epsilon_min,espilon_decay ,gamma,memory_size,BATCH_SIZE size,STEP_BETWEEN_STATE,TRAINING_FREQUENCY,TARGET_UPDATE_FREQUENCY,MIN_FRAME_FOR_NEG_REWARD
alex5,0,0.06956521739128974,0.998001,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,0,0.06956521739128974,0.998001,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,0,25.455072463768012,0.996005996001,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,10,10.939130434782633,0.9407945259609451,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,20,14.56231884057965,0.8859803203984784,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,30,-0.33043478260866976,0.8419067177676068,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,40,2.9159420289855333,0.7976279044799526,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,50,25.455072463767973,0.7549221906868242,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,60,42.01739130434817,0.7152181973314037,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,70,3.692753623188444,0.6769247732130653,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,80,3.292753623188415,0.6413229363226717,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,90,12.162318840579555,0.6051667933504074,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,100,0.06956521739131682,0.572765620160788,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,110,7.315942028985527,0.5404745629114154,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,120,32.67826086956526,0.5100039926842729,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,130,25.431884057970894,0.47646036099556505,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,140,-0.3536231884057872,0.45321177699177073,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,150,-0.35362318840578677,0.43066649544671043,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,160,-0.35362318840578943,0.41006245680160364,0.15,0.999,0.95,2000,16,4,5,10,60
alex5,170,14.562318840579614,0.3881073448764583,0.15,0.999,0.95,2000,16,4,5,10,60
